1,FEC ID,STATE,STATE ABBREVIATION,GENERAL ELECTION DATE,FIRST NAME,LAST NAME,"LAST NAME,  FIRST",TOTAL VOTES,PARTY,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
738,n/a,Rhode Island,RI,08/11/2016,Ronald,Reagan,"Reagan, Ronald",,W,5,,0.00%,
739,n/a,Rhode Island,RI,08/11/2016,Jack,Reed,"Reed, Jack",,W,5,,0.00%,
740,n/a,Rhode Island,RI,08/11/2016,,Unity Love Harmony,Unity Love Harmony,,W,5,,0.00%,
741,n/a,Rhode Island,RI,08/11/2016,George,Washington,"Washington, George",,W,5,,0.00%,
742,n/a,Rhode Island,RI,08/11/2016,,,,Total State Votes:,,,"464,144",,
743,n/a,Rhode Island,RI,08/11/2016,,,,,,,,,
744,P80001571,South Carolina,SC,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"1,155,389",,54.94%,W
745,P00003392,South Carolina,SC,08/11/2016,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"855,373",,40.67%,
746,P20002671,South Carolina,SC,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"49,204",,2.34%,
747,P60022654,South Carolina,SC,08/11/2016,Evan,McMullin,"McMullin, Evan",,IDP,"21,016",,1.00%,
748,P20003984,South Carolina,SC,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"13,034",,0.62%,
749,P60021102,South Carolina,SC,08/11/2016,Darrell,Castle,"Castle, Darrell",,CON,"5,765",,0.27%,
750,P60012960,South Carolina,SC,08/11/2016,Peter,Skewes,"Skewes, Peter",,AM,"3,246",,0.15%,
751,n/a,South Carolina,SC,08/11/2016,,,,Total State Votes:,,,"2,103,027",,
752,n/a,South Carolina,SC,08/11/2016,,,,,,,,,
753,P80001571,South Dakota,SD,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"227,721",,61.53%,W
754,P00003392,South Dakota,SD,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"117,458",,31.74%,
755,P20002671,South Dakota,SD,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"20,850",,5.63%,
756,P60021102,South Dakota,SD,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,CON,"4,064",,1.10%,
757,n/a,South Dakota,SD,08/11/2016,,,,Total State Votes:,,,"370,093",,
758,n/a,South Dakota,SD,08/11/2016,,,,,,,,,
759,P80001571,Tennessee,TN,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"1,522,925",,60.72%,W
760,P00003392,Tennessee,TN,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"870,695",,34.72%,
761,P20002671,Tennessee,TN,08/11/2016,Gary,Johnson,"Johnson, Gary",,IND,"70,397",,2.81%,
762,P20003984,Tennessee,TN,08/11/2016,Jill,Stein,"Stein, Jill",,IND,"15,993",,0.64%,
763,P60022654,Tennessee,TN,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"11,991",,0.48%,
764,P60016623,Tennessee,TN,08/11/2016,Mike,Smith,"Smith, Mike",,IND,"7,276",,0.29%,
765,P60016342,Tennessee,TN,08/11/2016,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,IND,"4,075",,0.16%,
766,P80005473,Tennessee,TN,08/11/2016,Alyson,Kennedy,"Kennedy, Alyson",,IND,"2,877",,0.11%,
767,P60021102,Tennessee,TN,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,W,"1,584",,0.06%,
768,P20005260,Tennessee,TN,08/11/2016,Tom ,Hoefling,"Hoefling, Tom ",,W,132,,0.01%,
769,n/a,Tennessee,TN,08/11/2016,David,Limbaugh,"Limbaugh, David",,W,53,,0.00%,
770,P20004511,Tennessee,TN,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,20,,0.00%,
771,P60005303,Tennessee,TN,08/11/2016,Cherunda,Fox,"Fox, Cherunda",,W,6,,0.00%,
772,n/a,Tennessee,TN,08/11/2016,Marshall,Schoenke,"Schoenke, Marshall",,W,3,,0.00%,
773,n/a,Tennessee,TN,08/11/2016,,,,Total State Votes:,,,"2,508,027",,
774,n/a,Tennessee,TN,08/11/2016,,,,,,,,,
775,P80001571,Texas,TX,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"4,685,047",,52.23%,W
776,P00003392,Texas,TX,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"3,877,868",,43.24%,
777,P20002671,Texas,TX,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"283,492",,3.16%,
778,P20003984,Texas,TX,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"71,558",,0.80%,
779,P60022654,Texas,TX,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"42,366",,0.47%,
780,P60021102,Texas,TX,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,W,"4,261",,0.05%,
781,P60022787,Texas,TX,08/11/2016,Michael A.,Maturen,"Maturen, Michael A.",,W,"1,401",,0.02%,
782,P20004511,Texas,TX,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,"1,037",,0.01%,
783,P20005260,Texas,TX,08/11/2016,Tom ,Hoefling,"Hoefling, Tom ",,W,932,,0.01%,
784,n/a,Texas,TX,08/11/2016,Tony,Valdivia,"Valdivia, Tony",,W,428,,0.00%,
785,P60023207,Texas,TX,08/11/2016,Scott,Cubbler,"Cubbler, Scott",,W,314,,0.00%,
786,n/a,Texas,TX,08/11/2016,Robert,Morrow,"Morrow, Robert",,W,145,,0.00%,
787,P60004405,Texas,TX,08/11/2016,Monica ,Moorehead,"Moorehead, Monica ",,W,122,,0.00%,
788,P60018017,Texas,TX,08/11/2016,Emidio,Soltysik,"Soltysik, Emidio",,W,72,,0.00%,
789,n/a,Texas,TX,08/11/2016,Dale,Steffes,"Steffes, Dale",,W,71,,0.00%,
790,n/a,Texas,TX,08/11/2016,Jonathan,Lee,"Lee, Jonathan",,W,67,,0.00%,
791,P60005303,Texas,TX,08/11/2016,Cherunda,Fox,"Fox, Cherunda",,W,45,,0.00%,
792,n/a,Texas,TX,08/11/2016,,,,Total State Votes:,,,"8,969,226",,
793,n/a,Texas,TX,08/11/2016,,,,,,,,,
794,P80001571,Utah,UT,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"515,231",,45.54%,W
795,P00003392,Utah,UT,08/11/2016,Hillary Rodham,Clinton,"Clinton, Hillary Rodham",,DEM,"310,676",,27.46%,
796,P60022654,Utah,UT,08/11/2016,Evan,McMullin,"McMullin, Evan",,UN,"243,690",,21.54%,
797,P20002671,Utah,UT,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"39,608",,3.50%,
798,P20003984,Utah,UT,08/11/2016,Jill,Stein,"Stein, Jill",,UN,"9,438",,0.83%,
799,P60021102,Utah,UT,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,CON,"8,032",,0.71%,
800,P60009875,Utah,UT,08/11/2016,Rocky,Giordani,"Giordani, Rocky",,IAP,"2,752",,0.24%,
801,P60016342,Utah,UT,08/11/2016,"""Rocky"" Roque",de la Fuente,"de la Fuente, ""Rocky"" Roque",,UN,883,,0.08%,
802,P60004405,Utah,UT,08/11/2016,Monica ,Moorehead,"Moorehead, Monica ",,UN,544,,0.05%,
803,P80005473,Utah,UT,08/11/2016,Alyson,Kennedy,"Kennedy, Alyson",,UN,521,,0.05%,
804,P60016623,Utah,UT,08/11/2016,Mike ,Smith,"Smith, Mike ",,W,19,,0.00%,
805,P60009602,Utah,UT,08/11/2016,Dustin,Baird,"Baird, Dustin",,W,9,,0.00%,
806,P20004511,Utah,UT,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,9,,0.00%,
807,P20005260,Utah,UT,08/11/2016,Tom ,Hoefling,"Hoefling, Tom ",,W,6,,0.00%,
808,P60015351,Utah,UT,08/11/2016,Andrew D. ,Basiago,"Basiago, Andrew D. ",,W,4,,0.00%,
809,P60018017,Utah,UT,08/11/2016,Emidio,Soltysik,"Soltysik, Emidio",,W,4,,0.00%,
810,P60020757,Utah,UT,08/11/2016,Robert L.,Buchanan,"Buchanan, Robert L.",,W,1,,0.00%,
811,n/a,Utah,UT,08/11/2016,Jamin,Burton,"Burton, Jamin",,W,1,,0.00%,
812,P20002630,Utah,UT,08/11/2016,"Sheila ""Samm""",Tittle,"Tittle, Sheila ""Samm""",,W,1,,0.00%,
813,n/a,Utah,UT,08/11/2016,Tony,Valdivia,"Valdivia, Tony",,W,1,,0.00%,
814,n/a,Utah,UT,08/11/2016,,,,Total State Votes:,,,"1,131,430",,
815,n/a,Utah,UT,08/11/2016,,,,,,,,,
816,P00003392,Vermont,VT,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"178,573",,56.68%,W
817,P80001571,Vermont,VT,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"95,369",,30.27%,
818,P60007168,Vermont,VT,08/11/2016,Bernie,Sanders,"Sanders, Bernie",,W,"18,218",,5.78%,
819,P20002671,Vermont,VT,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"10,078",,3.20%,
820,P20003984,Vermont,VT,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"6,758",,2.14%,
821,n/a,Vermont,VT,08/11/2016,,Scattered,Scattered,,W,"1,478",,0.47%,
822,P60016342,Vermont,VT,08/11/2016,Rocky ,De La Fuente,"De La Fuente, Rocky ",,IND,"1,063",,0.34%,
823,P60003670,Vermont,VT,08/11/2016,John,Kasich,"Kasich, John",,W,827,,0.26%,
824,P60022654,Vermont,VT,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,640,,0.20%,
825,P80005572,Vermont,VT,08/11/2016,Gloria,La Riva,"La Riva, Gloria",,LBU,327,,0.10%,
826,n/a,Vermont,VT,08/11/2016,Michael R.,Pence,"Pence, Michael R.",,W,298,,0.09%,
827,n/a,Vermont,VT,08/11/2016,,No Name,No Name,,W,255,,0.08%,
828,n/a,Vermont,VT,08/11/2016,Paul,Ryan,"Ryan, Paul",,W,208,,0.07%,
829,P80003353,Vermont,VT,08/11/2016,Mitt,Romney,"Romney, Mitt",,W,120,,0.04%,
830,P60006723,Vermont,VT,08/11/2016,Marco,Rubio,"Rubio, Marco",,W,93,,0.03%,
831,P60008059,Vermont,VT,08/11/2016,Jeb,Bush,"Bush, Jeb",,W,79,,0.03%,
832,P80002801,Vermont,VT,08/11/2016,John,McCain,"McCain, John",,W,76,,0.02%,
833,n/a,Vermont,VT,08/11/2016,Jim,Douglas,"Douglas, Jim",,W,75,,0.02%,
834,P60021102,Vermont,VT,08/11/2016,Darryll,Castle,"Castle, Darryll",,W,63,,0.02%,
835,P60006111,Vermont,VT,08/11/2016,Ted,Cruz,"Cruz, Ted",,W,63,,0.02%,
836,P60005915,Vermont,VT,08/11/2016,Ben,Carson,"Carson, Ben",,W,61,,0.02%,
837,P80000722,Vermont,VT,08/11/2016,Joe,Biden,"Biden, Joe",,W,57,,0.02%,
838,P40003576,Vermont,VT,08/11/2016,Rand,Paul,"Paul, Rand",,W,26,,0.01%,
839,P80000748,Vermont,VT,08/11/2016,Ron,Paul,"Paul, Ron",,W,25,,0.01%,
840,n/a,Vermont,VT,08/11/2016,Colin,Powell,"Powell, Colin",,W,25,,0.01%,
841,P80004740,Vermont,VT,08/11/2016,Michael,Bloomberg,"Bloomberg, Michael",,W,22,,0.01%,
842,n/a,Vermont,VT,08/11/2016,Condoleeza,Rice,"Rice, Condoleeza",,W,18,,0.01%,
843,n/a,Vermont,VT,08/11/2016,Tulsi,Gabard,"Gabard, Tulsi",,W,17,,0.01%,
844,n/a,Vermont,VT,08/11/2016,Michelle,Obama,"Obama, Michelle",,W,15,,0.00%,
845,P60022787,Vermont,VT,08/11/2016,Michael,Maturen,"Maturen, Michael",,W,14,,0.00%,
846,P60012796,Vermont,VT,08/11/2016,Elizabeth,Warren,"Warren, Elizabeth",,W,13,,0.00%,
847,n/a,Vermont,VT,08/11/2016,Theo,Epstein,"Epstein, Theo",,W,11,,0.00%,
848,P60007242,Vermont,VT,08/11/2016,Carly,Fiorina,"Fiorina, Carly",,W,11,,0.00%,
849,P80003478,Vermont,VT,08/11/2016,Mike,Huckabee,"Huckabee, Mike",,W,11,,0.00%,
850,n/a,Vermont,VT,08/11/2016,Vermin,Supreme,"Supreme, Vermin",,W,10,,0.00%,
851,n/a,Vermont,VT,08/11/2016,Tom,Brady,"Brady, Tom",,W,9,,0.00%,
852,P80003338,Vermont,VT,08/11/2016,Barack,Obama,"Obama, Barack",,W,8,,0.00%,
853,n/a,Vermont,VT,08/11/2016,David ,Ortiz,"Ortiz, David ",,W,8,,0.00%,
854,n/a,Vermont,VT,08/11/2016,Bill,Belichek,"Belichek, Bill",,W,7,,0.00%,
855,n/a,Vermont,VT,08/11/2016,Patrick,Leahy,"Leahy, Patrick",,W,7,,0.00%,
856,P20000527,Vermont,VT,08/11/2016,Ralph,Nader,"Nader, Ralph",,W,7,,0.00%,
857,n/a,Vermont,VT,08/11/2016,Fred,Tuttle,"Tuttle, Fred",,W,6,,0.00%,
858,n/a,Vermont,VT,08/11/2016,William,Weld,"Weld, William",,W,5,,0.00%,
859,P60009917,Vermont,VT,08/11/2016,Chris,Keniston,"Keniston, Chris",,W,3,,0.00%,
860,P20004511,Vermont,VT,08/11/2016,Lawrence,Kotlikoff,"Kotlikoff, Lawrence",,W,3,,0.00%,
861,P80005473,Vermont,VT,08/11/2016,Alyson Kennedy,Osborne,"Osborne, Alyson Kennedy",,W,2,,0.00%,
862,P60018017,Vermont,VT,08/11/2016,Emilio,Soltysik,"Soltysik, Emilio",,W,2,,0.00%,
863,P20004677,Vermont,VT,08/11/2016,Jerry,White,"White, Jerry",,W,2,,0.00%,
864,P60016623,Vermont,VT,08/11/2016,Mike,Smith,"Smith, Mike",,W,1,,0.00%,
865,n/a,Vermont,VT,08/11/2016,,,,Total State Votes:,,,"315,067",,
866,n/a,Vermont,VT,08/11/2016,,,,,,,,,
867,n/a,Vermont,VT,08/11/2016,,,,,,,,,
868,n/a,Vermont,VT,08/11/2016,,,,,,,,,
869,P00003392,Virginia,VA,08/11/2016,Hillary R.,Clinton,"Clinton, Hillary R.",,DEM,"1,981,473",,49.73%,W
870,P80001571,Virginia,VA,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"1,769,443",,44.41%,
871,P20002671,Virginia,VA,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"118,274",,2.97%,
872,P60022654,Virginia,VA,08/11/2016,Evan,McMullin,"McMullin, Evan",,IND,"54,054",,1.36%,
873,n/a,Virginia,VA,08/11/2016,,All Others,All Others,,W,"33,749",,0.85%,
874,P20003984,Virginia,VA,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"27,638",,0.69%,
875,n/a,Virginia,VA,08/11/2016,,,,Total State Votes:,,,"3,984,631",,
876,n/a,Virginia,VA,08/11/2016,,,,,,,,,
877,P00003392,Washington,WA,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,742,718",,52.54%,W
878,P80001571,Washington,WA,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"1,221,747",,36.83%,
879,P20002671,Washington,WA,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"160,879",,4.85%,
880,n/a,Washington,WA,08/11/2016,,Scattered,Scattered,,W,"107,805",,3.25%,
881,P20003984,Washington,WA,08/11/2016,Jill,Stein,"Stein, Jill",,GRE,"58,417",,1.76%,
882,P60021102,Washington,WA,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,CON,"17,623",,0.53%,
883,P80005473,Washington,WA,08/11/2016,Alyson,Kennedy,"Kennedy, Alyson",,SWP,"4,307",,0.13%,
884,P80005572,Washington,WA,08/11/2016,Gloria Estela,La Riva,"La Riva, Gloria Estela",,SLP,"3,523",,0.11%,
885,n/a,Washington,WA,08/11/2016,,,,Total State Votes:,,,"3,317,019",,
886,n/a,Washington,WA,08/11/2016,,,,,,,,,
887,P80001571,West Virginia,WV,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"489,371",,68.50%,W
888,P00003392,West Virginia,WV,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"188,794",,26.43%,
889,P20002671,West Virginia,WV,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"23,004",,3.22%,
890,P20003984,West Virginia,WV,08/11/2016,Jill,Stein,"Stein, Jill",,MTP,"8,075",,1.13%,
891,P60021102,West Virginia,WV,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,CON,"3,807",,0.53%,
892,P60022654,West Virginia,WV,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"1,104",,0.15%,
893,P60021185,West Virginia,WV,08/11/2016,Kevin,Moreau,"Moreau, Kevin",,W,216,,0.03%,
894,P60018769,West Virginia,WV,08/11/2016,William Roger,Smith,"Smith, William Roger",,W,13,,0.00%,
895,P20005260,West Virginia,WV,08/11/2016,Tom ,Hoefling,"Hoefling, Tom ",,W,10,,0.00%,
896,P60015351,West Virginia,WV,08/11/2016,Andrew D. ,Basiago,"Basiago, Andrew D. ",,W,4,,0.00%,
897,P20004511,West Virginia,WV,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,4,,0.00%,
898,P60020757,West Virginia,WV,08/11/2016,Robert L.,Buchanan,"Buchanan, Robert L.",,W,3,,0.00%,
899,P60016342,West Virginia,WV,08/11/2016,Rocky ,De La Fuente,"De La Fuente, Rocky ",,W,3,,0.00%,
900,n/a,West Virginia,WV,08/11/2016,David ,Limbaugh,"Limbaugh, David ",,W,3,,0.00%,
901,P80005572,West Virginia,WV,08/11/2016,Gloria,Lariva,"Lariva, Gloria",,W,2,,0.00%,
902,P60004868,West Virginia,WV,08/11/2016,Darryl W.,Perry,"Perry, Darryl W.",,W,2,,0.00%,
903,P60016623,West Virginia,WV,08/11/2016,Mike,Smith,"Smith, Mike",,W,2,,0.00%,
904,P20004677,West Virginia,WV,08/11/2016,Jerry ,White,"White, Jerry ",,W,2,,0.00%,
905,n/a,West Virginia,WV,08/11/2016,Richard,Duncan,"Duncan, Richard",,W,1,,0.00%,
906,n/a,West Virginia,WV,08/11/2016,Ben ,Hartnell,"Hartnell, Ben ",,W,1,,0.00%,
907,P60018249,West Virginia,WV,08/11/2016,Joseph,Maldonado,"Maldonado, Joseph",,W,1,,0.00%,
908,n/a,West Virginia,WV,08/11/2016,Mitchell,Williams,"Williams, Mitchell",,W,1,,0.00%,
909,n/a,West Virginia,WV,08/11/2016,,,,Total State Votes:,,,"714,423",,
910,n/a,West Virginia,WV,08/11/2016,,,,,,,,,
911,P80001571,Wisconsin,WI,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"1,405,284",,47.22%,W
912,P00003392,Wisconsin,WI,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"1,382,536",,46.45%,
913,P20002671,Wisconsin,WI,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"106,674",,3.58%,
914,n/a,Wisconsin,WI,08/11/2016,,Scattered,Scattered,,W,"22,764",,0.76%,
915,P60021102,Wisconsin,WI,08/11/2016,Darrell L.,Castle,"Castle, Darrell L.",,CON,"12,162",,0.41%,
916,P60022654,Wisconsin,WI,08/11/2016,Evan,McMullin,"McMullin, Evan",,W,"11,855",,0.40%,
917,P20003984,Wisconsin,WI,08/11/2016,Jill,Stein,"Stein, Jill",,WG,"31,072",,1.04%,
918,P60004405,Wisconsin,WI,08/11/2016,Monica,Moorehead,"Moorehead, Monica",,WW,"1,770",,0.06%,
919,P60016342,Wisconsin,WI,08/11/2016,Rocky Roque,De La Fuente,"De La Fuente, Rocky Roque",,ADP,"1,502",,0.05%,
920,P60022787,Wisconsin,WI,08/11/2016,Michael A.,Maturen,"Maturen, Michael A.",,W,284,,0.01%,
921,P20005260,Wisconsin,WI,08/11/2016,Tom ,Hoefling,"Hoefling, Tom ",,W,80,,0.00%,
922,P60009917,Wisconsin,WI,08/11/2016,Chris,Keniston,"Keniston, Chris",,W,67,,0.00%,
923,P60005303,Wisconsin,WI,08/11/2016,Cherunda,Fox,"Fox, Cherunda",,W,47,,0.00%,
924,P60018017,Wisconsin,WI,08/11/2016,Emidio,Soltysik,"Soltysik, Emidio",,W,33,,0.00%,
925,P20004511,Wisconsin,WI,08/11/2016,Laurence,Kotlikoff,"Kotlikoff, Laurence",,W,15,,0.00%,
926,P60018249,Wisconsin,WI,08/11/2016,Joseph,Maldonado,"Maldonado, Joseph",,W,4,,0.00%,
927,n/a,Wisconsin,WI,08/11/2016,Marshall,Schoenke,"Schoenke, Marshall",,W,1,,0.00%,
928,n/a,Wisconsin,WI,08/11/2016,,,,Total State Votes:,,,"2,976,150",,
929,n/a,Wisconsin,WI,08/11/2016,,,,,,,,,
930,P80001571,Wyoming,WY,08/11/2016,Donald J.,Trump,"Trump, Donald J.",,REP,"174,419",,68.17%,W
931,P00003392,Wyoming,WY,08/11/2016,Hillary,Clinton,"Clinton, Hillary",,DEM,"55,973",,21.88%,
932,P20002671,Wyoming,WY,08/11/2016,Gary,Johnson,"Johnson, Gary",,LIB,"13,287",,5.19%,
933,n/a,Wyoming,WY,08/11/2016,,Scattered,Scattered,,W,"6,904",,2.70%,
934,P20003984,Wyoming,WY,08/11/2016,Jill,Stein,"Stein, Jill",,IND,"2,515",,0.98%,
935,P60021102,Wyoming,WY,08/11/2016,Darrell,Castle,"Castle, Darrell",,CON,"2,042",,0.80%,
936,P60016342,Wyoming,WY,08/11/2016,"""Rocky"" Roque",De La Fuente,"De La Fuente, ""Rocky"" Roque",,IND,709,,0.28%,
937,n/a,Wyoming,WY,08/11/2016,,,,Total State Votes:,,,"255,849",,
938,n/a,Wyoming,WY,08/11/2016,,,,,,,,,
